"AccessionID","State","OriginLab","SubmittingLab"
"EPI_ISL_12771231","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771229","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771232","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771230","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771236","Pulau Pinang","Pejabat Kesihatan Daerah Seberang Perai Tengah","iPROMISE-UiTM"
"EPI_ISL_12771238","Pulau Pinang","Pejabat Kesihatan Daerah Seberang Perai Tengah","iPROMISE-UiTM"
"EPI_ISL_12771242","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771243","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771208","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771240","Pulau Pinang","Pejabat Kesihatan Daerah Seberang Perai Selatan","iPROMISE-UiTM"
"EPI_ISL_12771241","Pahang","Jabatan Kesihatan Negeri Pahang","iPROMISE-UiTM"
"EPI_ISL_12771330","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771209","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771219","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771202","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771292","Pulau Pinang","Pejabat Kesihatan Daerah Timur Laut","iPROMISE-UiTM"
"EPI_ISL_12771334","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771323","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771289","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771321","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771211","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771326","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771335","Pulau Pinang","Hospital Kepala Batas","iPROMISE-UiTM"
"EPI_ISL_12771299","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771332","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771333","Perak","Hospital Raja Permaisuri Bainun","iPROMISE-UiTM"
"EPI_ISL_12771212","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771217","Pulau Pinang","Hospital Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12771336","Pulau Pinang","Hospital Kepala Batas","iPROMISE-UiTM"
"EPI_ISL_12771221","Pulau Pinang","Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang","iPROMISE-UiTM"
"EPI_ISL_12891127","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891149","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891148","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891202","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891206","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891160","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891164","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891158","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891199","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891159","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891172","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891170","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891176","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891175","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891174","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891143","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891141","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891140","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891135","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891134","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891155","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891137","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891132","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891150","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891153","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891125","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891146","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891163","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891144","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891128","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891208","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891169","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891180","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891168","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891204","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891185","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891184","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891187","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891213","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891186","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891212","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891215","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891198","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891192","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891197","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891188","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891196","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891195","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12891190","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12899713","Kedah","Hospital Kulim","IMR"
"EPI_ISL_12899697","Selangor","Pejabat Kesihatan Daerah Kuala Langat","IMR"
"EPI_ISL_12899684","Selangor","Hospital Tengku Ampuan Rahimah","IMR"
"EPI_ISL_12899685","WP Putrajaya","Pejabat Kesihatan Daerah Putrajaya","IMR"
"EPI_ISL_12899682","Selangor","Hospital Tengku Ampuan Rahimah","IMR"
"EPI_ISL_12899678","Selangor","Hospital Tengku Ampuan Rahimah","IMR"
"EPI_ISL_12899679","Selangor","Hospital Tengku Ampuan Rahimah","IMR"
"EPI_ISL_12899668","Selangor","Hospital Ampang","IMR"
"EPI_ISL_12899680","Selangor","Hospital Tengku Ampuan Rahimah","IMR"
"EPI_ISL_12899666","Selangor","Hospital Ampang","IMR"
"EPI_ISL_12899677","Selangor","Hospital Tengku Ampuan Rahimah","IMR"
"EPI_ISL_12899665","Selangor","Klinik Kesihatan Bandar Botanik","IMR"
"EPI_ISL_12899676","WP Kuala Lumpur","Pejabat Kesihatan Daerah Kepong","IMR"
"EPI_ISL_12899670","Selangor","Hospital Ampang","IMR"
"EPI_ISL_12899675","Pahang","Jabatan Kesihatan Negeri Pahang","IMR"
"EPI_ISL_12899673","Pulau Pinang","Hospital Kepala Batas","IMR"
"EPI_ISL_12899672","Perak","Hospital Raja Permaisuri Baninun","IMR"
"EPI_ISL_12899719","Selangor","Klinik Kesihatan Telok Panglima Garang","IMR"
"EPI_ISL_12899689","WP Kuala Lumpur","Hospital Kuala Lumpur","IMR"
"EPI_ISL_12899683","Selangor","Hospital Tengku Ampuan Rahimah","IMR"
"EPI_ISL_12899712","Selangor","Klinik Kesihatan Telok Datok","IMR"
"EPI_ISL_12899718","Selangor","Klinik Kesihatan Telok Panglima Garang","IMR"
"EPI_ISL_12899715","Selangor","Klinik Kesihatan Port Klang","IMR"
"EPI_ISL_12899681","Selangor","Hospital Tengku Ampuan Rahimah","IMR"
"EPI_ISL_12899714","Kedah","Hospital Kulim","IMR"
"EPI_ISL_12899696","WP Kuala Lumpur","Pejabat Kesihatan Daerah Cheras","IMR"
"EPI_ISL_12899691","WP Kuala Lumpur","Hospital Kuala Lumpur","IMR"
"EPI_ISL_12899711","Selangor","Klinik Kesihatan Telok Datok","IMR"
"EPI_ISL_12899710","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12899708","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12899698","Selangor","MKAK","IMR"
"EPI_ISL_12899707","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12899695","Johor","Hospital Sultanah Aminah","IMR"
"EPI_ISL_12899694","WP Kuala Lumpur","Hospital Kuala Lumpur","IMR"
"EPI_ISL_12899703","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12899693","WP Kuala Lumpur","Hospital Kuala Lumpur","IMR"
"EPI_ISL_12899704","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12899706","Kedah","Hospital Sultanah Bahiyah","IMR"
"EPI_ISL_12899702","Selangor","MKAK","IMR"
"EPI_ISL_12911673","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911668","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911675","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911658","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911646","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911657","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911656","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911655","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911653","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911652","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911651","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911650","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911649","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911648","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911647","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911644","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911665","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911642","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911664","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911641","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911640","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911661","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911659","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911749","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911764","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911792","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911699","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911728","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911730","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911691","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911690","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911729","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911725","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911727","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911726","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911702","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911742","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911741","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911740","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911710","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911713","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911706","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911678","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911674","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911671","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911670","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911704","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911688","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911703","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911689","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911721","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911687","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911720","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911683","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911778","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911776","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911718","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911716","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911812","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911779","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911772","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911811","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911810","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911777","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911770","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911774","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911807","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911773","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911808","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911806","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911805","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911804","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911803","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911823","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911802","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911822","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911783","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911789","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911821","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911788","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911787","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911786","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911878","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911754","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911782","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911781","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911813","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911780","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911819","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911818","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911766","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911873","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911876","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911755","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911874","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911753","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911752","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911872","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911751","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911871","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911748","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911868","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911889","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911801","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911883","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911762","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911800","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911767","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911887","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911886","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911855","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911884","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911848","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911797","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911880","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911759","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911851","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911856","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911847","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911846","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911867","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911866","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911864","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911794","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911859","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911862","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911832","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911834","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911833","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911831","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911830","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911798","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911796","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911793","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911829","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911795","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911791","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911828","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911825","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911824","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911845","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911841","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911843","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911840","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911836","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911842","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911839","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911838","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12911837","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918957","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918964","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919029","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919109","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919112","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918994","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918990","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918983","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918991","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918980","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918996","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918974","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918984","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918989","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918981","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918982","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918986","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918985","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919021","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918972","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918971","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918970","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918976","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918975","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918979","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918978","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918977","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919011","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918965","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919010","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919016","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918961","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919018","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919015","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918960","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918962","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919014","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919019","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918952","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918954","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918956","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919090","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918969","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918968","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919002","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918966","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919001","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918950","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919005","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918951","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919004","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918953","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919003","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918959","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918945","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919007","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918955","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918943","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918942","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918941","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918948","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918947","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918946","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918944","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919093","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918949","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12918939","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919092","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919091","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919099","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919098","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919097","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919080","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919081","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919085","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919082","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919083","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919089","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919088","Selangor","Pejabat Kesihatan KLIA","IMR"
"EPI_ISL_12919086","Selangor","Pejabat Kesihatan KLIA","IMR"
